"Longitude (x)","Latitude (y)","Station Name","Climate ID","Month","Day","Average Max. Temp. (°C)","Average Min. Temp. (°C)","Frequency of Precip. (%)","Highest Temp. (°C)","Highest Temp.Year","Highest Temp. Period","Highest Temp. Data Quality","Lowest Temp. (°C)","Lowest Temp. Year","Lowest Temp. Period","Lowest Temp. Data Quality","Greatest Precip. (mm)","Greatest Precip. Year","Greatest Precip. Period","Greatest Precip. Data Quality","Greatest Rainfall (mm)","Greatest Rainfall Year","Greatest Rainfall Period","Greatest Rainfall Data Quality","Greatest Snowfall (cm)","Greatest Snowfall Year","Greatest Snowfall Period","Greatest Snowfall Data Quality","Most Snow on the Ground (cm)","Most Snow on the Ground Year","Most Snow on the Ground Period","Most Snow on the Ground Data Quality"
"-114.02","51.11","CALGARY INT'L A","3031093","11","20","1.4","-10.0","25.0","17.3","2002","1881-2011","","-34.4","1900","1881-2011","","15.2","1893","1881-2011","","2.5","1967","1881-2011","","15.2","1893","1881-2011","","17","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","21","1.2","-10.2","25.0","20.0","1954","1881-2011","","-32.2","1921","1881-2011","","7.6","1886","1881-2011","","0.3","1957","1881-2011","","8.4","1966","1881-2011","","17","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","22","1.1","-10.4","25.0","20.0","2005","1881-2011","","-34.4","1886","1881-2011","","10.2","1896","1881-2011","","3.0","1947","1881-2011","","10.2","1896","1881-2011","","20","1966","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","23","0.9","-10.6","25.0","17.7","2005","1881-2011","","-32.2","1900","1881-2011","","9.4","1942","1881-2011","","1.4","1988","1881-2011","","9.4","1942","1881-2011","","20","1966","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","24","0.7","-10.7","25.0","17.0","2005","1881-2011","","-29.2","2010","1881-2011","","6.9","2001","1881-2011","","0.8","1959","1881-2011","","9.2","2001","1881-2011","","20","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","25","0.6","-10.9","25.0","16.1","1922","1881-2011","","-31.7","1892","1881-2011","","15.2","1894","1881-2011","","0.2","1983","1881-2011","","15.2","1894","1881-2011","","20","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","26","0.4","-11.0","25.0","18.3","1922","1881-2011","","-33.8","1985","1881-2011","","22.9","1905","1881-2011","","0.6","1998","1881-2011","","22.9","1905","1881-2011","","20","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","27","0.3","-11.2","25.0","18.3","1922","1881-2011","","-32.2","1897","1881-2011","","9.2","1992","1881-2011","","9.2","1992","1881-2011","","9.1","1976","1881-2011","","20","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","28","0.2","-11.3","25.0","16.1","1924","1881-2011","","-30.1","2006","1881-2011","","9.1","1976","1881-2011","","1.2","1992","1881-2011","","11.2","1996","1881-2011","","18","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","29","0.1","-11.5","25.0","16.7","1924","1881-2011","","-31.7","1905","1881-2011","","15.0","1887","1881-2011","","0.0","1881","1881-2011","","15.0","1887","1881-2011","","23","1976","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","30","0.0","-11.6","25.0","20.6","1918","1881-2011","","-35.0","1893","1881-2011","","17.8","1897","1881-2011","","0.0","1881","1881-2011","","17.8","1897","1881-2011","","22","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","1","-0.1","-11.7","22.0","15.2","1988","1881-2011","","-32.2","1919","1881-2011","","15.2","1902","1881-2011","","0.0","1881","1881-2011","","19.1","1972","1881-2011","","22","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","2","-0.2","-11.8","22.0","14.4","1941","1881-2011","","-30.0","1919","1881-2011","","6.6","1949","1881-2011","","0.4","2002","1881-2011","","8.1","1980","1881-2011","","22","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","3","-0.3","-12.0","22.0","12.8","1939","1881-2011","","-32.8","1970","1881-2011","","9.7","1948","1881-2011","","6.4","1885","1881-2011","","9.7","1948","1881-2011","","23","1980","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","4","-0.3","-12.1","22.0","18.0","1988","1881-2011","","-33.3","1972","1881-2011","","14.7","1918","1881-2011","","0.4","1987","1881-2011","","14.7","1918","1881-2011","","28","1980","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","5","-0.4","-12.2","22.0","19.4","1939","1881-2011","","-33.3","1956","1881-2011","","21.6","1927","1881-2011","","1.0","1989","1881-2011","","21.6","1927","1881-2011","","28","1980","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","6","-0.5","-12.3","22.0","16.1","1984","1881-2011","","-34.4","1956","1881-2011","","11.9","1963","1881-2011","","0.3","1944","1881-2011","","11.9","1963","1881-2011","","29","1980","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","7","-0.6","-12.4","22.0","16.7","1925","1881-2011","","-36.7","1972","1881-2011","","10.8","2008","1881-2011","","0.0","1881","1881-2011","","10.8","2008","1881-2011","","27","1980","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","8","-0.7","-12.6","22.0","15.6","1957","1881-2011","","-36.7","1977","1881-2011","","5.3","1923","1881-2011","","0.0","1881","1881-2011","","5.3","1923","1881-2011","","23","1980","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","9","-0.8","-12.7","22.0","14.4","1890","1881-2011","","-35.7","1977","1881-2011","","13.7","1949","1881-2011","","0.2","1990","1881-2011","","17.0","1975","1881-2011","","20","1972","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","10","-0.8","-12.8","22.0","15.0","1993","1881-2011","","-35.6","1919","1881-2011","","14.5","1893","1881-2011","","0.4","1990","1881-2011","","14.5","1893","1881-2011","","20","1972","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","11","-0.9","-12.9","22.0","12.5","1980","1881-2011","","-34.4","1922","1881-2011","","21.8","1889","1881-2011","","1.3","1951","1881-2011","","21.8","1889","1881-2011","","21","1995","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","12","-1.0","-13.0","22.0","13.9","1962","1881-2011","","-34.4","1893","1881-2011","","10.2","1901","1881-2011","","0.0","1881","1881-2011","","13.8","1985","1881-2011","","22","1995","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","13","-1.1","-13.1","22.0","15.2","1998","1881-2011","","-32.8","1893","1881-2011","","15.2","1901","1881-2011","","0.6","1989","1881-2011","","15.2","1901","1881-2011","","24","1995","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","14","-1.2","-13.2","22.0","16.1","1952","1881-2011","","-32.4","2009","1881-2011","","10.2","1897","1881-2011","","0.6","1989","1881-2011","","10.2","1897","1881-2011","","23","1995","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","15","-1.3","-13.3","22.0","16.4","1980","1881-2011","","-34.4","1924","1881-2011","","15.2","1901","1881-2011","","0.0","1881","1881-2011","","15.2","1901","1881-2011","","23","1995","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","16","-1.3","-13.4","22.0","17.4","1980","1881-2011","","-42.2","1924","1881-2011","","5.1","1970","1881-2011","","0.0","1881","1881-2011","","8.4","1970","1881-2011","","22","1995","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","17","-1.4","-13.6","22.0","13.9","1953","1881-2011","","-42.8","1924","1881-2011","","9.1","1971","1881-2011","","0.0","1881","1881-2011","","13.0","1971","1881-2011","","25","2008","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","18","-1.5","-13.7","22.0","14.4","1954","1881-2011","","-36.1","1955","1881-2011","","6.6","1960","1881-2011","","0.8","1946","1881-2011","","12.7","1960","1881-2011","","27","2008","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","19","-1.6","-13.8","22.0","17.2","1954","1881-2011","","-33.3","1921","1881-2011","","11.6","1995","1881-2011","","3.4","1995","1881-2011","","9.4","1995","1881-2011","","28","2008","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","20","-1.7","-13.9","22.0","13.9","1954","1881-2011","","-35.0","1921","1881-2011","","11.7","1953","1881-2011","","1.5","1939","1881-2011","","11.7","1953","1881-2011","","29","2008","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","21","-1.8","-14.0","22.0","16.1","1954","1881-2011","","-35.6","1884","1881-2011","","8.4","1955","1881-2011","","0.0","1881","1881-2011","","8.4","1955","1881-2011","","29","2008","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","22","-1.8","-14.1","22.0","13.3","1899","1881-2011","","-39.4","1884","1881-2011","","12.7","1933","1881-2011","","0.0","1881","1881-2011","","12.7","1933","1881-2011","","22","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","23","-1.9","-14.2","22.0","14.5","1999","1881-2011","","-36.7","1884","1881-2011","","5.1","1935","1881-2011","","0.0","1881","1881-2011","","5.1","1935","1881-2011","","25","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","24","-2.0","-14.3","22.0","17.6","1999","1881-2011","","-36.1","1983","1881-2011","","5.1","1937","1881-2011","","2.5","1903","1881-2011","","5.1","1937","1881-2011","","25","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","25","-2.1","-14.4","22.0","14.8","1985","1881-2011","","-35.0","1886","1881-2011","","10.2","1923","1881-2011","","0.5","1899","1881-2011","","10.2","1923","1881-2011","","25","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","26","-2.2","-14.4","22.0","13.8","1999","1881-2011","","-35.6","1886","1881-2011","","10.2","1923","1881-2011","","0.0","1881","1881-2011","","10.2","1923","1881-2011","","25","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","27","-2.2","-14.5","22.0","19.5","1999","1881-2011","","-36.1","1968","1881-2011","","10.2","1895","1881-2011","","0.4","1980","1881-2011","","10.2","1895","1881-2011","","23","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","28","-2.3","-14.6","22.0","16.9","1999","1881-2011","","-38.9","1968","1881-2011","","20.3","1886","1881-2011","","0.4","1994","1881-2011","","20.3","1886","1881-2011","","26","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","29","-2.4","-14.7","22.0","16.1","1956","1881-2011","","-38.1","1996","1881-2011","","7.6","1924","1881-2011","","0.0","1881","1881-2011","","10.4","2002","1881-2011","","26","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","30","-2.5","-14.8","22.0","10.6","1963","1881-2011","","-37.2","1923","1881-2011","","12.4","1975","1881-2011","","0.0","1881","1881-2011","","16.3","1975","1881-2011","","30","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","12","31","-2.6","-14.9","22.0","13.3","1958","1881-2011","","-35.6","1927","1881-2011","","14.0","1953","1881-2011","","0.0","1881","1881-2011","","14.0","1953","1881-2011","","30","1996","1955-2011",""
